name|detail_url|address/street|address/city|address/state|address/zip|phone|email_link|website|description
Morningstar Crown Harbor|//business.lakenormanchamber.org/directory/Details/morningstar-crown-harbor-3253361|21660 Crown Lake Drive|Cornelius|NC|28031|704-895-3723|https://business.lakenormanchamber.org/directory/Contact/PKWZv2QP|http://www.morningstarmarinas.com/location/731/nc/cornelius/crown-harbor|
Melanie Morris|//business.lakenormanchamber.org/directory/Details/melanie-morris-1822170|15905 Brookway Dr. Suite 4106|Huntersville|NC|28078||https://business.lakenormanchamber.org/directory/Contact/LzBOd88L||
Mosquito Shield of Mooresville|//business.lakenormanchamber.org/directory/Details/mosquito-shield-of-mooresville-3370343|PO Box 4724|Mooresville|NC|28117|(704) 680-6624|https://business.lakenormanchamber.org/directory/Contact/p5Vlzy8P|http://moshield.com/mooresville-nc|
Move Pack Clean|//business.lakenormanchamber.org/directory/Details/move-pack-clean-3453760|150 Corporate Boulevard|Indian Trail|NC|28079|(704) 907-1777|https://business.lakenormanchamber.org/directory/Contact/Lyxk05EP|http://www.movepackclean.com/|
Movement Mortgage - Amy Lykins|//business.lakenormanchamber.org/directory/Details/movement-mortgage-amy-lykins-2481785|319 South Street|Davidson|NC|28036|704.677.2235||http://amyblykins.com/|
MS Digital Solutions, LLC|//business.lakenormanchamber.org/directory/Details/ms-digital-solutions-llc-1573737|443 Hager Lake Rd.|Mooresville|NC|28115|(704) 997-9465|https://business.lakenormanchamber.org/directory/Contact/PNa9105p|http://www.msdigitalsolutions.com/|
Mt. Zion United Methodist Church|//business.lakenormanchamber.org/directory/Details/mt-zion-united-methodist-church-1573971|19600 Zion Street|Cornelius|NC|28031|(704) 892-8566|https://business.lakenormanchamber.org/directory/Contact/LWq7owlp|http://www.www.mtziionumc/|
Music at St. Alban's (M@SA)|//business.lakenormanchamber.org/directory/Details/music-at-st-alban-s-m-sa-2481782|PO Box 731|Davidson|NC|28036|7049757539||http://www.musicatstalbansdavidson.org/|
My Niche Apartments|//business.lakenormanchamber.org/directory/Details/my-niche-apartments-3794680|19817 S Main Street|Cornelius|NC|28031|(704) 659-3085|https://business.lakenormanchamber.org/directory/Contact/LE1Mbm7L|http://www.thevenuecornelius.com/|
My Outdoor Joy|//business.lakenormanchamber.org/directory/Details/my-outdoor-joy-2671243|301 McCullough Dr Suite 400|Charlotte|NC|28262|(704) 285-1689|https://business.lakenormanchamber.org/directory/Contact/pRqNwKbr|http://www.myoutdoorjoy.com/|
My Place Hotels, Huntersville|//business.lakenormanchamber.org/directory/Details/my-place-hotels-huntersville-1574207|14725 Statesville Road|Huntersville|NC|28078|(704) 274-9164|https://business.lakenormanchamber.org/directory/Contact/LxRkxkYp|http://www.myplacehotels.com/|
N/L Financial Services, LLC|//business.lakenormanchamber.org/directory/Details/n-l-financial-services-llc-3453790|53 Loveton Circle Suite 120|Sparks|MD|21152|(240) 913-5792|https://business.lakenormanchamber.org/directory/Contact/p5V9YjwP|http://www.linkedin.com/in/kristen-thomas-cfp%C2%AE-560bb257|
NC Media Group / Amplified Digital|//business.lakenormanchamber.org/directory/Details/nc-media-group-amplified-digital-1574318|222 East Broad Street|Statesville|NC|28677|(704) 664-5554|https://business.lakenormanchamber.org/directory/Contact/LmwabRwp|https://ncmediagroup.com/|
NC Works Career Center|//business.lakenormanchamber.org/directory/Details/nc-works-career-center-1573618|416 Carpenter Ave|Mooresville|NC|28115|(704) 360-8067|https://business.lakenormanchamber.org/directory/Contact/p524mkeP|https://www.ncworks.gov/vosnet/Default.aspx|
Neighborhood C.A.R.E. Center|//business.lakenormanchamber.org/directory/Details/neighborhood-c-a-r-e-center-1573664|19711 Smith Circle|Cornelius|NC|28031|(704) 255-5500|https://business.lakenormanchamber.org/directory/Contact/LwZN62MP|http://www.neighborhoodcc.org/|
NeoGenix|//business.lakenormanchamber.org/directory/Details/neogenix-3771640|19475 Old Jetton Road Suite 102|Cornelius|NC|28031|(704) 727 6551|https://business.lakenormanchamber.org/directory/Contact/P3Kd38bP|http://neogenixstemcells.com/|
New York Life|//business.lakenormanchamber.org/directory/Details/new-york-life-3258253|14819 Ballantyne Village Way Suite 1100|Charlotte|NC|28277|(916) 580-8281|https://business.lakenormanchamber.org/directory/Contact/p04jaN4p|http://www.newyorklife.com/|
New York Life|//business.lakenormanchamber.org/directory/Details/new-york-life-3104376|14215 Citrus Ct|Huntersville|NC|28078|7047962543|https://business.lakenormanchamber.org/directory/Contact/r4qyz4Xp||
Newport Properties|//business.lakenormanchamber.org/directory/Details/newport-properties-1574032|542-2 Williamson Road|Mooresville|NC|28117|(704) 663-7779|https://business.lakenormanchamber.org/directory/Contact/rXq719Ep|https://www.teamnewport.com/|
Next Gen Lending|//business.lakenormanchamber.org/directory/Details/next-gen-lending-3919616|106 Langtree Village Drive Suite 301|Mooresville|NC|28117|(304) 633-7214|https://business.lakenormanchamber.org/directory/Contact/r6ZZvv0r|http://www.nglending.com/|
Nexthome Hansley Realty|//business.lakenormanchamber.org/directory/Details/nexthome-hansley-realty-3868089|9820 Northcross Center Court Suite 144|Huntersville|NC|28078|(704) 502-0241|https://business.lakenormanchamber.org/directory/Contact/P364zxnp|http://hansleyrealty.com/|
Nina’s Boutique|//business.lakenormanchamber.org/directory/Details/nina-s-boutique-2590279|21714 Catawba Ave, NC|Cornelius|NC|28078|704-237-4091|https://business.lakenormanchamber.org/directory/Contact/pRq7Y0mr|http://www.ninasboutiquelkn.com/|
Ninja Nation|//business.lakenormanchamber.org/directory/Details/ninja-nation-2256277|14120 Statesville Road|Huntersville|NC|28078|704.327.1919|https://business.lakenormanchamber.org/directory/Contact/rOX9BoMp|https://www.huntersville.ninjanation.com/|
Noble Nutrition, LLC|//business.lakenormanchamber.org/directory/Details/noble-nutrition-llc-2359181|630 Davidson Gateway, Suite 150-I|Davidson|NC|28036|(954) 803-8533|https://business.lakenormanchamber.org/directory/Contact/p8lAOVep|http://www.noblenutrition.info/|
North Carolina Baroque Orchestra|//business.lakenormanchamber.org/directory/Details/north-carolina-baroque-orchestra-2305391|P.O. Box 2305|Davidson|NC|28036|704-560-0101|https://business.lakenormanchamber.org/directory/Contact/pgG9ABwp|https://www.ncbaroqueorchestra.org/|
North Main Financial Group|//business.lakenormanchamber.org/directory/Details/north-main-financial-group-1573872|20901 N. Main Street|Cornelius|NC|28031|(704) 987-1425|https://business.lakenormanchamber.org/directory/Contact/Lb3NbWJr|http://www.northmainfinancial.com/|
North Mecklenburg Animal Hospital|//business.lakenormanchamber.org/directory/Details/north-mecklenburg-animal-hospital-1574079|19126 Statesville Road|Cornelius|NC|28031|(704) 892-0207|https://business.lakenormanchamber.org/directory/Contact/p9eJ0azp|https://www.nmah.com/|
North Mecklenburg Crimestoppers|//business.lakenormanchamber.org/directory/Details/north-mecklenburg-crimestoppers-1573880|P.O. Box 524|Cornelius|NC|28031|(704) 896-7867|https://business.lakenormanchamber.org/directory/Contact/rnvQbbvr|https://www.northmeckcrimestoppers.org/|
North Mecklenburg Plumbing Co., Inc.|//business.lakenormanchamber.org/directory/Details/north-mecklenburg-plumbing-co-inc-1574078|9705 Rosewood Meadow Lane|Huntersville|NC|28078|(704) 875-1656|https://business.lakenormanchamber.org/directory/Contact/pBD4EoOL|https://www.northmeckplumbing.com/|
North Mecklenburg Rotary Club|//business.lakenormanchamber.org/directory/Details/north-mecklenburg-rotary-club-1574077|PO Box 721|Cornelius|NC|28031||https://business.lakenormanchamber.org/directory/Contact/rnvQbMzr|http://www.northmeckrotary.org/|
North Mecklenburg Woman's Club|//business.lakenormanchamber.org/directory/Details/north-mecklenburg-woman-s-club-1573902|PO Box 1782|Huntersville|NC|28070|304-288-0627|https://business.lakenormanchamber.org/directory/Contact/pVe7ooXr|https://www.nmwclub.org/|
North State Development|//business.lakenormanchamber.org/directory/Details/north-state-development-1692690|18825 W. Catawba Avenue Suite 250|Cornelius|NC|28031|(704) 997.8255||https://northstatedevelopment.com/|
Northlake Mall|//business.lakenormanchamber.org/directory/Details/northlake-mall-1573943|6801 Northlake Mall Drive, Attn:  Management Office|Charlotte|NC|28216|(704) 921-2005|https://business.lakenormanchamber.org/directory/Contact/Pdx6gazP|http://www.shopnorthlake.com/|
NorthStone Country Club LLC|//business.lakenormanchamber.org/directory/Details/northstone-country-club-llc-1574036|15801 Northstone Drive|Huntersville|NC|28078|(704) 948-4286|https://business.lakenormanchamber.org/directory/Contact/pVe7oq4r|http://www.northstoneclub.com/|
Northwood Ravin|//business.lakenormanchamber.org/directory/Details/northwood-ravin-3897856|929 Jay Street Suite 100|Charlotte|NC|28208|(704) 714-9640|https://business.lakenormanchamber.org/directory/Contact/pG5GOVvL|http://nwrliving.com/|
Nostalgia Chocolates|//business.lakenormanchamber.org/directory/Details/nostalgia-chocolates-3743504|815 Cattaloochee Lane|Huntersville|NC|28078|(315) 382-6688|https://business.lakenormanchamber.org/directory/Contact/P7DX2jmL|http://www.nostalgiachocolates.com/|
Nothing Bundt Cakes - Huntersville|//business.lakenormanchamber.org/directory/Details/nothing-bundt-cakes-huntersville-1573784|8830 Lindholm Drive|Huntersville|NC|28078|(704) 894-8535|https://business.lakenormanchamber.org/directory/Contact/p524mA8P|http://www.nothingbundtcakes.com/|
NuBlue Service Group|//business.lakenormanchamber.org/directory/Details/nublue-service-group-2869043|421 Rose Lake Drive Suite A|Charlotte|NC|28217|866-455-2583|https://business.lakenormanchamber.org/directory/Contact/r4qqJRwp|http://www.callnublue.com/|
Ocaid Photography|//business.lakenormanchamber.org/directory/Details/ocaid-photography-1573810|14523 Old Vermillion Drive|Huntersville|NC|28078|(425) 947-4546|https://business.lakenormanchamber.org/directory/Contact/p8EYX5ZP|http://www.ocaidphoto.com/|
O'Day Law Firm, PLLC|//business.lakenormanchamber.org/directory/Details/o-day-law-firm-pllc-3184213|228 Caldwell Lane Suite D|Davidson|NC|28036|704-777-6665|https://business.lakenormanchamber.org/directory/Contact/LwwAOZDL|http://odaylegacylaw.com/|
Six Work - Coworking in LKN|//business.lakenormanchamber.org/directory/Details/six-work-coworking-in-lkn-3302127|17039 Kenton Drive Suite 200|Cornelius|NC|28031|(704) 997-5002|https://business.lakenormanchamber.org/directory/Contact/rD7KnyoL|http://www.sixwork.com/|
OH Leadership, PLLC|//business.lakenormanchamber.org/directory/Details/oh-leadership-pllc-2803765|428 S. Main Street Suite B, Unit 1004|Davidson|NC|28036|980-317-4337|https://business.lakenormanchamber.org/directory/Contact/rk5eB73P|http://onehealthconsultinggroup.org/|
Old Store Produce|//business.lakenormanchamber.org/directory/Details/old-store-produce-1573840|14720 Brown Mill Rd|Huntersville|NC|28078|(704) 992-6106|https://business.lakenormanchamber.org/directory/Contact/LEq4zkxL|http://www.oldstore.weebly.com/|
Old Town Public House|//business.lakenormanchamber.org/directory/Details/old-town-public-house-1573724|21314 Catawba Avenue|Cornelius|NC|28031|(980) 231-5191||http://www.oldtownpublic.house.com/|
Olde Huntersville Historic Society|//business.lakenormanchamber.org/directory/Details/olde-huntersville-historic-society-1573701|P.O. Box 633|Huntersville|NC|28070|(704) 575-1414|https://business.lakenormanchamber.org/directory/Contact/PoXe1YVL||
Oliver's Nannies of North Charlotte|//business.lakenormanchamber.org/directory/Details/oliver-s-nannies-of-north-charlotte-3828627|10130 Perimeter Parkway Suite 200|Charlotte|NC|28216|(704) 840-9599|https://business.lakenormanchamber.org/directory/Contact/p9aqGlkp|http://northcharlotte.oliversnannies.com/|
OneCloud|//business.lakenormanchamber.org/directory/Details/onecloud-3565237|1824 Industrial Center Circle|Charlotte|NC|28213|(704) 409-3518|https://business.lakenormanchamber.org/directory/Contact/LvNkl3GL|http://onecloud.com/|
Online Advantages|//business.lakenormanchamber.org/directory/Details/online-advantages-3652728|125 Trade Court F Suite 199|Mooresville|NC|28117|(704) 734-9909|https://business.lakenormanchamber.org/directory/Contact/LE1bgK0L|http://onlineadvantages.net/|
Optimized Solution Integrations|//business.lakenormanchamber.org/directory/Details/optimized-solution-integrations-3408665|128 Santana Lane|Troutman|NC|28166|(704) 255-5199|https://business.lakenormanchamber.org/directory/Contact/pVgxmalP|http://www.osintegrations.com/|
OrthoCarolina|//business.lakenormanchamber.org/directory/Details/orthocarolina-2836299|10315 Hamptons Park Dr.|Huntersville|NC|28078|704-675-9297|https://business.lakenormanchamber.org/directory/Contact/rZAqOmyL||
Our Legacy Studios|//business.lakenormanchamber.org/directory/Details/our-legacy-studios-3297747|330 Seagle St Suite 20|Huntersville|NC|28078|(704) 729-4632|https://business.lakenormanchamber.org/directory/Contact/pgX3496P|http://www.ourlegacystudios.com/|
Outback Steakhouse, Huntersville|//business.lakenormanchamber.org/directory/Details/outback-steakhouse-huntersville-1574030|16400 NorthCross Drive|Huntersville|NC|28078|(704) 895-1888|https://business.lakenormanchamber.org/directory/Contact/P12ZnVyL|http://www.outback.com/|
Overflow|//business.lakenormanchamber.org/directory/Details/overflow-2745278|137 Mecklynn Rd|Mooresville|NC|28117|7042374900||http://overflowlkn.com/|
Padovas Pizza|//business.lakenormanchamber.org/directory/Details/padovas-pizza-1924024|9000 Hambright Road|Huntersville|NC|28078|704.727.3655|https://business.lakenormanchamber.org/directory/Contact/Lxedeyar|http://www.padovaspizzanc.com/|
Pamela Watson - Aroga Wellness Partner|//business.lakenormanchamber.org/directory/Details/pamela-watson-aroga-wellness-partner-2965746|8511 Davis Lake Pkwy C6-114|Charlotte|NC|28269|(980) 395-2373|https://business.lakenormanchamber.org/directory/Contact/r4q135xp|http://www.arogalife.com/pamandgenewatson|
Park Avenue Properties, LLC|//business.lakenormanchamber.org/directory/Details/park-avenue-properties-llc-1573905|19750 West Catawba Avenue|Cornelius|NC|28031|(704) 334-2626||http://www.parkaveproperties.com/|
Parks Chevrolet at the Lake|//business.lakenormanchamber.org/directory/Details/parks-chevrolet-at-the-lake-1574343|15235 Statesville Road|Huntersville|NC|28078|(336) 648-4844|https://business.lakenormanchamber.org/directory/Contact/rAn2vxep|http://www.parkschevrolethuntersville.com/|
Paul Davis Restoration|//business.lakenormanchamber.org/directory/Details/paul-davis-restoration-2486518|10020 Greenpond Lane|Huntersville|NC|28078|17049991149|https://business.lakenormanchamber.org/directory/Contact/PdWR64xp|http://pauldavis.com/|
Payroll Plus HCM|//business.lakenormanchamber.org/directory/Details/payroll-plus-hcm-1574029|19300 Statesville Road, Suite 302|Cornelius|NC|28031|(704) 895-0777|https://business.lakenormanchamber.org/directory/Contact/P2JVmDqP|https://www.payrollplus-hcm.com/|
Peace Heating & Air Conditioning|//business.lakenormanchamber.org/directory/Details/peace-heating-air-conditioning-1573683|131 Overhill Drive, Unit 110|Mooresville|NC|28117|(704) 746-9723|https://business.lakenormanchamber.org/directory/Contact/PeZxlodL|https://www.peaceheatingandairconditioning.com/|
Peninsula Prime|//business.lakenormanchamber.org/directory/Details/peninsula-prime-2913964|19918 North Cove Road|Cornelius|NC|28031|(704) 221.0278|https://business.lakenormanchamber.org/directory/Contact/P36k7mlp|http://www.peninsulaprimelkn.com/|
Peony and Gold|//business.lakenormanchamber.org/directory/Details/peony-and-gold-3602877|9606 Bailey Road Suite D|Cornelius|NC|28038|(704) 793-8193|https://business.lakenormanchamber.org/directory/Contact/PK2GN10p|http://www.peonyandgold.com/|
Peoples Bank - Cornelius|//business.lakenormanchamber.org/directory/Details/peoples-bank-cornelius-1573929|9617 Holly point Drive|Huntersville|NC|28078|(704) 237-9270|https://business.lakenormanchamber.org/directory/Contact/pVe7K0vr|http://www.peoplesbanknc.com/|
